Player,Team,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Tim Hardaway Jr.,DAL,2/1/20,2019-20,W,27,7,3,12,25,1,5,20,0,0,-,0,1,1,1,1,0,3,2,14
Willie Cauley-Stein,DAL,2/1/20,2019-20,W,26,7,3,8,37.5,0,0,-,1,2,50,3,7,10,1,1,2,1,0,1
Dorian Finney-Smith,DAL,2/1/20,2019-20,W,29,22,7,13,53.8,4,7,57.1,4,4,100,2,5,7,4,2,1,0,0,18
Antonius Cleveland,DAL,2/1/20,2019-20,W,2,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Jalen Brunson,DAL,2/1/20,2019-20,W,27,27,12,22,54.5,2,4,50,1,1,100,1,3,4,8,0,0,1,1,4
Justin Jackson,DAL,2/1/20,2019-20,W,26,10,4,8,50,1,2,50,1,1,100,1,7,8,1,0,0,1,0,3
Seth Curry,DAL,2/1/20,2019-20,W,21,15,5,10,50,5,7,71.4,0,0,-,0,6,6,2,0,0,0,2,19
Maxi Kleber,DAL,2/1/20,2019-20,W,30,18,6,9,66.7,4,7,57.1,2,2,100,2,4,6,1,1,4,0,3,24
Vince Carter,ATL,2/1/20,2019-20,L,24,10,4,12,33.3,0,4,0,2,2,100,1,4,5,0,0,1,0,4,-25
John Collins,ATL,2/1/20,2019-20,L,33,26,11,20,55,1,2,50,3,5,60,5,6,11,0,0,0,2,1,-10
Treveon Graham,ATL,2/1/20,2019-20,L,20,5,1,2,50,1,2,50,2,2,100,1,3,4,0,2,0,0,2,-1
Brandon Goodwin,ATL,2/1/20,2019-20,L,24,11,4,11,36.4,1,2,50,2,2,100,0,7,7,5,0,0,1,1,-9
Jeff Teague,ATL,2/1/20,2019-20,L,30,6,2,10,20,0,4,0,2,4,50,1,3,4,8,1,0,1,1,-17
Delon Wright,DAL,2/1/20,2019-20,W,29,9,2,6,33.3,1,2,50,4,4,100,0,5,5,7,1,0,2,3,18
Ryan Broekhoff,DAL,2/1/20,2019-20,W,23,8,2,5,40,2,5,40,2,2,100,1,5,6,1,0,1,1,3,13
T.J. McConnell,IND,2/1/20,2019-20,L,15,4,1,2,50,0,0,-,2,2,100,1,3,4,4,0,0,1,0,4
Justin Holiday,IND,2/1/20,2019-20,L,26,5,2,3,66.7,1,2,50,0,2,0,1,1,2,0,0,1,1,4,-2
Kevin Knox II,NYK,2/1/20,2019-20,W,14,2,1,7,14.3,0,3,0,0,0,-,1,2,3,0,0,0,1,1,-7
Kadeem Allen,NYK,2/1/20,2019-20,W,21,6,2,2,100,0,0,-,2,3,66.7,0,1,1,2,1,0,0,0,10
Damyean Dotson,NYK,2/1/20,2019-20,W,27,8,3,8,37.5,2,5,40,0,0,-,0,1,1,2,1,0,1,2,2
Marcus Morris Sr.,NYK,2/1/20,2019-20,W,35,28,10,21,47.6,3,7,42.9,5,6,83.3,2,4,6,0,1,0,2,4,14
Jeremy Lamb,IND,2/1/20,2019-20,L,26,9,3,7,42.9,1,1,100,2,2,100,0,2,2,0,0,0,0,1,-2
Julius Randle,NYK,2/1/20,2019-20,W,35,16,5,14,35.7,0,3,0,6,8,75,4,14,18,3,2,0,3,2,10
Reggie Bullock,NYK,2/1/20,2019-20,W,25,7,2,7,28.6,1,3,33.3,2,2,100,0,4,4,2,0,0,2,4,7
Taj Gibson,NYK,2/1/20,2019-20,W,16,10,5,6,83.3,0,0,-,0,0,-,2,5,7,1,0,0,0,2,5
Victor Oladipo,IND,2/1/20,2019-20,L,22,7,2,14,14.3,1,4,25,2,2,100,0,2,2,1,1,0,1,0,-5
T.J. Warren,IND,2/1/20,2019-20,L,23,5,2,5,40,0,1,0,1,2,50,0,1,1,0,2,0,0,3,-5
JaKarr Sampson,IND,2/1/20,2019-20,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,5
Domantas Sabonis,IND,2/1/20,2019-20,L,35,25,10,15,66.7,0,1,0,5,8,62.5,1,7,8,2,0,0,3,5,-10
Malcolm Brogdon,IND,2/1/20,2019-20,L,33,8,4,13,30.8,0,5,0,0,1,0,1,6,7,12,0,0,3,2,-11
Goga Bitadze,IND,2/1/20,2019-20,L,4,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0
Mitchell Robinson,NYK,2/1/20,2019-20,W,19,4,2,2,100,0,0,-,0,0,-,2,5,7,2,0,0,0,2,-6
Doug McDermott,IND,2/1/20,2019-20,L,17,8,3,9,33.3,1,5,20,1,2,50,0,1,1,1,0,0,0,0,2
Myles Turner,IND,2/1/20,2019-20,L,34,12,4,5,80,4,5,80,0,0,-,0,6,6,1,1,0,2,3,-11
Dennis Smith Jr.,NYK,2/1/20,2019-20,W,27,6,2,9,22.2,0,2,0,2,4,50,2,1,3,6,0,0,2,2,-3
Bobby Portis,NYK,2/1/20,2019-20,W,22,5,2,6,33.3,1,3,33.3,0,0,-,1,6,7,1,0,1,1,1,3
Joe Ingles,UTA,2/1/20,2019-20,L,28,3,1,2,50,1,2,50,0,0,-,0,1,1,5,1,0,1,2,-6
Trevor Ariza,POR,2/1/20,2019-20,W,26,6,3,6,50,0,1,0,0,0,-,2,5,7,2,0,0,1,4,20
Hassan Whiteside,POR,2/1/20,2019-20,W,35,17,7,10,70,0,0,-,3,6,50,6,15,21,0,1,3,2,2,20
Caleb Swanigan,POR,2/1/20,2019-20,W,13,0,0,0,-,0,0,-,0,0,-,3,3,6,0,0,1,2,2,-5
Anfernee Simons,POR,2/1/20,2019-20,W,24,7,3,6,50,1,1,100,0,0,-,0,5,5,3,0,0,1,2,9
Wenyen Gabriel,POR,2/1/20,2019-20,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,1,1,-4
Nassir Little,POR,2/1/20,2019-20,W,13,7,3,3,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,-1
Gary Trent Jr.,POR,2/1/20,2019-20,W,24,7,3,9,33.3,1,4,25,0,0,-,0,1,1,0,0,0,0,1,6
Carmelo Anthony,POR,2/1/20,2019-20,W,32,15,5,15,33.3,1,3,33.3,4,4,100,3,2,5,1,0,0,0,1,9
Rayjon Tucker,UTA,2/1/20,2019-20,L,3,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,1,4
Jordan Clarkson,UTA,2/1/20,2019-20,L,23,12,4,14,28.6,4,8,50,0,0,-,0,1,1,0,0,0,1,1,-20
Georges Niang,UTA,2/1/20,2019-20,L,19,6,3,10,30,0,5,0,0,0,-,1,2,3,1,0,0,0,2,-4
CJ McCollum,POR,2/1/20,2019-20,W,34,14,6,14,42.9,2,4,50,0,0,-,0,3,3,2,1,1,3,4,14
Damian Lillard,POR,2/1/20,2019-20,W,36,51,17,29,58.6,9,15,60,8,8,100,0,2,2,12,1,0,2,2,17
Juwan Morgan,UTA,2/1/20,2019-20,L,3,2,1,1,100,0,0,-,0,0,-,1,0,1,0,0,0,0,0,4
Jarrell Brantley,UTA,2/1/20,2019-20,L,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,4
Donovan Mitchell,UTA,2/1/20,2019-20,L,32,25,11,21,52.4,3,6,50,0,0,-,0,2,2,4,1,0,2,2,-9
Royce O'Neale,UTA,2/1/20,2019-20,L,23,3,1,6,16.7,1,4,25,0,0,-,0,6,6,1,2,1,1,2,-27
Emmanuel Mudiay,UTA,2/1/20,2019-20,L,3,0,0,2,0,0,1,0,0,0,-,0,0,0,1,0,0,1,0,4
Rudy Gobert,UTA,2/1/20,2019-20,L,32,6,1,4,25,0,0,-,4,4,100,4,7,11,2,1,3,1,4,-14
Bojan Bogdanovic,UTA,2/1/20,2019-20,L,29,22,6,11,54.5,5,9,55.6,5,5,100,1,1,2,1,1,0,1,3,-10
Mike Conley,UTA,2/1/20,2019-20,L,30,22,9,20,45,4,6,66.7,0,0,-,1,3,4,4,0,0,1,0,-4
Ed Davis,UTA,2/1/20,2019-20,L,13,4,2,2,100,0,0,-,0,0,-,3,1,4,0,0,0,0,0,-7
Collin Sexton,CLE,2/1/20,2019-20,L,33,23,9,16,56.3,3,5,60,2,2,100,1,1,2,4,3,0,1,2,1
Omari Spellman,GSW,2/1/20,2019-20,W,23,12,4,8,50,1,3,33.3,3,3,100,0,5,5,1,1,0,2,4,6
Tristan Thompson,CLE,2/1/20,2019-20,L,26,6,3,9,33.3,0,0,-,0,0,-,4,7,11,3,1,1,2,1,-3
Eric Paschall,GSW,2/1/20,2019-20,W,22,16,5,8,62.5,0,1,0,6,6,100,0,2,2,2,0,0,1,2,-7
Cedi Osman,CLE,2/1/20,2019-20,L,22,10,4,7,57.1,2,3,66.7,0,0,-,0,0,0,3,2,0,2,3,4
Kevon Looney,GSW,2/1/20,2019-20,W,13,2,0,2,0,0,0,-,2,2,100,3,1,4,0,2,1,0,0,-1
D'Angelo Russell,GSW,2/1/20,2019-20,W,29,19,6,14,42.9,6,11,54.5,1,2,50,1,6,7,8,0,0,2,1,18
Kevin Love,CLE,2/1/20,2019-20,L,29,14,5,13,38.5,2,9,22.2,2,2,100,3,8,11,5,1,0,1,0,-9
Kevin Porter Jr.,CLE,2/1/20,2019-20,L,24,19,5,12,41.7,3,9,33.3,6,6,100,0,3,3,2,0,0,2,2,-25
Darius Garland,CLE,2/1/20,2019-20,L,32,15,5,15,33.3,3,7,42.9,2,2,100,1,2,3,4,0,0,6,3,-13
John Henson,CLE,2/1/20,2019-20,L,15,2,1,3,33.3,0,1,0,0,0,-,2,2,4,2,0,2,0,1,-21
Dante Exum,CLE,2/1/20,2019-20,L,15,6,2,6,33.3,0,4,0,2,2,100,1,2,3,1,0,0,0,1,-7
Larry Nance Jr.,CLE,2/1/20,2019-20,L,23,12,5,10,50,2,4,50,0,0,-,1,4,5,2,0,0,1,0,-9
Alfonzo McKinnie,CLE,2/1/20,2019-20,L,18,5,2,4,50,1,2,50,0,0,-,0,2,2,0,0,0,0,1,-17
Marques Bolden,CLE,2/1/20,2019-20,L,3,0,0,0,-,0,0,-,0,0,-,0,2,2,0,1,0,0,1,4
Draymond Green,GSW,2/1/20,2019-20,W,26,8,3,6,50,2,5,40,0,0,-,1,6,7,16,2,2,2,3,26
Glenn Robinson III,GSW,2/1/20,2019-20,W,26,22,9,13,69.2,3,5,60,1,2,50,0,1,1,1,3,1,0,0,26
Marquese Chriss,GSW,2/1/20,2019-20,W,25,10,5,11,45.5,0,0,-,0,0,-,3,4,7,3,1,4,1,1,13
Damion Lee,GSW,2/1/20,2019-20,W,27,18,8,11,72.7,2,4,50,0,0,-,1,3,4,2,1,0,0,4,15
Jacob Evans,GSW,2/1/20,2019-20,W,14,6,3,3,100,0,0,-,0,0,-,0,1,1,0,1,0,0,0,-13
Jordan Poole,GSW,2/1/20,2019-20,W,13,3,1,4,25,1,1,100,0,0,-,0,3,3,3,0,0,1,0,6
Alec Burks,GSW,2/1/20,2019-20,W,24,15,4,10,40,3,5,60,4,4,100,1,2,3,3,0,2,2,1,6
Khem Birch,ORL,2/1/20,2019-20,L,17,0,0,1,0,0,0,-,0,0,-,0,4,4,1,0,0,0,2,-5
Bam Adebayo,MIA,2/1/20,2019-20,W,38,4,1,8,12.5,0,0,-,2,4,50,3,11,14,5,3,4,2,1,14
Wes Iwundu,ORL,2/1/20,2019-20,L,13,1,0,2,0,0,1,0,1,2,50,1,0,1,0,0,0,0,1,-3
Nikola Vucevic,ORL,2/1/20,2019-20,L,34,21,10,16,62.5,1,4,25,0,0,-,1,8,9,4,0,2,1,3,-6
Kendrick Nunn,MIA,2/1/20,2019-20,W,17,6,2,5,40,1,2,50,1,2,50,0,0,0,1,0,0,1,0,2
Duncan Robinson,MIA,2/1/20,2019-20,W,22,9,3,7,42.9,3,7,42.9,0,0,-,0,1,1,3,0,0,1,0,6
Jimmy Butler,MIA,2/1/20,2019-20,W,34,24,8,15,53.3,0,1,0,8,9,88.9,0,3,3,3,1,1,3,3,13
Evan Fournier,ORL,2/1/20,2019-20,L,34,12,3,13,23.1,2,7,28.6,4,4,100,1,0,1,4,2,0,3,2,-7
Mo Bamba,ORL,2/1/20,2019-20,L,14,4,2,3,66.7,0,1,0,0,0,-,0,4,4,0,0,3,1,1,-7
Aaron Gordon,ORL,2/1/20,2019-20,L,34,24,9,20,45,4,7,57.1,2,3,66.7,0,5,5,1,2,0,0,0,-6
Markelle Fultz,ORL,2/1/20,2019-20,L,31,11,4,8,50,0,1,0,3,3,100,0,4,4,6,1,0,4,5,-10
James Johnson,MIA,2/1/20,2019-20,W,15,4,2,4,50,0,0,-,0,0,-,1,3,4,2,2,0,3,2,-3
Michael Carter-Williams,ORL,2/1/20,2019-20,L,22,10,3,7,42.9,1,3,33.3,3,4,75,2,2,4,3,0,0,0,4,-7
Goran Dragic,MIA,2/1/20,2019-20,W,31,11,2,8,25,0,2,0,7,8,87.5,0,2,2,6,0,0,1,3,11
Terrence Ross,ORL,2/1/20,2019-20,L,31,6,2,11,18.2,1,7,14.3,1,1,100,0,3,3,2,0,0,0,1,-9
Tyler Herro,MIA,2/1/20,2019-20,W,26,23,7,12,58.3,6,10,60,3,3,100,0,3,3,0,0,0,0,2,7
Gary Clark,ORL,2/1/20,2019-20,L,11,0,0,2,0,0,2,0,0,0,-,2,2,4,0,0,0,0,0,-5
Meyers Leonard,MIA,2/1/20,2019-20,W,29,18,7,14,50,4,9,44.4,0,0,-,1,13,14,1,0,0,2,5,6
Derrick Jones Jr.,MIA,2/1/20,2019-20,W,28,3,1,4,25,1,2,50,0,0,-,5,2,7,3,0,3,0,0,9
Maurice Harkless,LAC,2/1/20,2019-20,W,16,2,1,1,100,0,0,-,0,0,-,0,2,2,0,0,0,1,3,-9
JaMychal Green,LAC,2/1/20,2019-20,W,21,3,1,4,25,1,4,25,0,0,-,1,4,5,1,0,2,1,2,2
Ivica Zubac,LAC,2/1/20,2019-20,W,19,6,2,4,50,0,0,-,2,2,100,6,4,10,1,0,2,1,5,-2
Jerome Robinson,LAC,2/1/20,2019-20,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5
Terance Mann,LAC,2/1/20,2019-20,W,2,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,0,-5
Robert Covington,MIN,2/1/20,2019-20,L,35,12,3,7,42.9,1,4,25,5,6,83.3,0,5,5,0,3,2,2,4,-10
Shabazz Napier,MIN,2/1/20,2019-20,L,35,11,4,11,36.4,1,4,25,2,2,100,1,3,4,10,2,0,4,2,-9
Karl-Anthony Towns,MIN,2/1/20,2019-20,L,36,32,11,22,50,2,9,22.2,8,11,72.7,1,11,12,3,0,1,0,1,-10
Kawhi Leonard,LAC,2/1/20,2019-20,W,24,31,9,21,42.9,4,9,44.4,9,10,90,0,6,6,4,0,0,1,2,9
Patrick Beverley,LAC,2/1/20,2019-20,W,27,12,5,10,50,2,6,33.3,0,0,-,1,4,5,4,1,1,2,2,7
Paul George,LAC,2/1/20,2019-20,W,25,21,9,18,50,3,6,50,0,0,-,1,6,7,2,2,1,1,3,12
Jordan Bell,MIN,2/1/20,2019-20,L,4,2,1,2,50,0,1,0,0,0,-,0,1,1,0,0,0,0,1,1
Josh Okogie,MIN,2/1/20,2019-20,L,26,13,3,9,33.3,1,4,25,6,6,100,3,3,6,1,1,0,3,5,-8
Jarrett Culver,MIN,2/1/20,2019-20,L,22,5,2,5,40,0,3,0,1,2,50,1,2,3,1,0,0,1,1,10
Naz Reid,MIN,2/1/20,2019-20,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,5
Patrick Patterson,LAC,2/1/20,2019-20,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-5
Lou Williams,LAC,2/1/20,2019-20,W,29,17,7,19,36.8,0,3,0,3,3,100,0,4,4,6,1,0,2,3,19
Rodney McGruder,LAC,2/1/20,2019-20,W,12,0,0,1,0,0,0,-,0,0,-,0,3,3,0,2,0,1,1,0
Jordan McLaughlin,MIN,2/1/20,2019-20,L,17,4,2,6,33.3,0,3,0,0,0,-,0,2,2,5,1,0,0,0,-3
Gorgui Dieng,MIN,2/1/20,2019-20,L,10,5,2,4,50,1,3,33.3,0,0,-,0,0,0,0,0,1,1,0,-7
Andrew Wiggins,MIN,2/1/20,2019-20,L,27,13,4,11,36.4,1,3,33.3,4,5,80,0,5,5,3,0,0,2,3,-16
Montrezl Harrell,LAC,2/1/20,2019-20,W,26,16,8,13,61.5,0,0,-,0,0,-,3,3,6,0,1,1,3,3,19
Keita Bates-Diop,MIN,2/1/20,2019-20,L,11,2,1,2,50,0,1,0,0,0,-,0,2,2,1,1,0,0,0,-7
Kelan Martin,MIN,2/1/20,2019-20,L,16,7,1,5,20,0,4,0,5,5,100,0,4,4,0,1,0,3,3,-6
Landry Shamet,LAC,2/1/20,2019-20,W,33,10,3,6,50,2,5,40,2,3,66.7,0,1,1,2,1,0,0,5,18
Al Horford,PHI,2/1/20,2019-20,L,29,9,4,11,36.4,1,6,16.7,0,0,-,3,6,9,4,0,0,1,4,-8
Javonte Green,BOS,2/1/20,2019-20,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-2
Tobias Harris,PHI,2/1/20,2019-20,L,32,10,4,12,33.3,1,2,50,1,1,100,0,6,6,1,1,0,2,2,-19
Trey Burke,PHI,2/1/20,2019-20,L,5,2,1,4,25,0,2,0,0,0,-,0,0,0,0,0,0,0,2,-4
James Ennis III,PHI,2/1/20,2019-20,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,0,0,6
Ben Simmons,PHI,2/1/20,2019-20,L,37,23,9,14,64.3,0,0,-,5,9,55.6,2,7,9,5,1,0,4,2,-16
Furkan Korkmaz,PHI,2/1/20,2019-20,L,25,14,4,9,44.4,2,6,33.3,4,4,100,1,3,4,2,1,0,1,3,-9
Zhaire Smith,PHI,2/1/20,2019-20,L,3,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,1,2
Mike Scott,PHI,2/1/20,2019-20,L,17,6,2,6,33.3,0,2,0,2,2,100,0,5,5,1,0,0,1,1,0
Matisse Thybulle,PHI,2/1/20,2019-20,L,24,8,3,5,60,2,4,50,0,0,-,0,0,0,0,0,0,0,4,-5
Shake Milton,PHI,2/1/20,2019-20,L,29,11,3,8,37.5,1,4,25,4,4,100,0,4,4,0,3,0,0,5,-22
Brad Wanamaker,BOS,2/1/20,2019-20,W,26,15,5,9,55.6,2,5,40,3,4,75,0,1,1,3,2,0,0,2,-4
Daniel Theis,BOS,2/1/20,2019-20,W,26,5,2,3,66.7,0,1,0,1,2,50,2,5,7,0,0,0,1,1,18
Semi Ojeleye,BOS,2/1/20,2019-20,W,24,11,2,3,66.7,1,2,50,6,6,100,1,4,5,0,1,0,0,4,-11
Joel Embiid,PHI,2/1/20,2019-20,L,23,11,1,11,9.1,0,4,0,9,9,100,4,1,5,1,0,2,4,3,-25
Gordon Hayward,BOS,2/1/20,2019-20,W,35,4,1,11,9.1,0,3,0,2,2,100,1,8,9,2,1,0,1,1,22
Raul Neto,PHI,2/1/20,2019-20,L,11,1,0,3,0,0,2,0,1,2,50,3,1,4,1,0,0,1,0,-5
Jayson Tatum,BOS,2/1/20,2019-20,W,29,25,7,19,36.8,3,6,50,8,10,80,1,2,3,4,1,1,0,2,21
Grant Williams,BOS,2/1/20,2019-20,W,19,5,2,3,66.7,0,1,0,1,2,50,3,0,3,0,0,1,0,5,3
Romeo Langford,BOS,2/1/20,2019-20,W,4,1,0,0,-,0,0,-,1,2,50,0,1,1,1,0,0,0,0,3
Tacko Fall,BOS,2/1/20,2019-20,W,3,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0
Jaylen Brown,BOS,2/1/20,2019-20,W,36,32,13,23,56.5,1,10,10,5,7,71.4,1,8,9,1,2,0,4,1,29
Marcus Smart,BOS,2/1/20,2019-20,W,34,16,5,8,62.5,1,2,50,5,6,83.3,0,4,4,4,2,0,4,2,26
Jakob Poeltl,SAS,2/1/20,2019-20,W,18,17,7,8,87.5,0,0,-,3,5,60,2,5,7,1,2,1,1,3,19
Dejounte Murray,SAS,2/1/20,2019-20,W,27,9,4,8,50,1,2,50,0,0,-,1,9,10,2,4,0,2,3,16
Derrick White,SAS,2/1/20,2019-20,W,27,12,4,8,50,1,4,25,3,4,75,1,4,5,1,0,0,1,2,18
Chimezie Metu,SAS,2/1/20,2019-20,W,2,2,0,0,-,0,0,-,2,2,100,0,0,0,2,0,0,0,0,5
Keldon Johnson,SAS,2/1/20,2019-20,W,2,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,5
Terry Rozier,CHA,2/1/20,2019-20,L,35,10,3,12,25,2,7,28.6,2,2,100,1,4,5,3,0,0,3,2,-20
Cody Zeller,CHA,2/1/20,2019-20,L,30,14,7,10,70,0,0,-,0,0,-,3,9,12,8,2,1,1,2,-10
Patty Mills,SAS,2/1/20,2019-20,W,19,11,4,11,36.4,3,9,33.3,0,0,-,0,1,1,4,3,0,1,2,16
Miles Bridges,CHA,2/1/20,2019-20,L,37,25,10,19,52.6,4,9,44.4,1,2,50,0,6,6,2,0,2,2,2,-16
Marvin Williams,CHA,2/1/20,2019-20,L,24,4,2,5,40,0,2,0,0,0,-,0,4,4,1,0,2,1,1,-8
Marco Belinelli,SAS,2/1/20,2019-20,W,15,1,0,2,0,0,2,0,1,2,50,0,1,1,3,0,0,0,0,10
Willy Hernangomez,CHA,2/1/20,2019-20,L,18,10,3,7,42.9,0,2,0,4,4,100,1,1,2,2,1,0,1,4,-14
DeMar DeRozan,SAS,2/1/20,2019-20,W,33,24,10,15,66.7,0,0,-,4,5,80,0,2,2,6,2,0,2,2,17
Malik Monk,CHA,2/1/20,2019-20,L,32,11,4,12,33.3,1,3,33.3,2,2,100,1,3,4,2,0,2,2,2,-15
Devonte' Graham,CHA,2/1/20,2019-20,L,37,8,3,11,27.3,2,8,25,0,0,-,0,1,1,9,2,0,5,2,-9
Cody Martin,CHA,2/1/20,2019-20,L,28,8,3,7,42.9,1,5,20,1,2,50,0,3,3,2,0,0,2,3,-28
Lonnie Walker IV,SAS,2/1/20,2019-20,W,19,6,3,6,50,0,1,0,0,0,-,0,3,3,4,1,0,0,1,18
Bryn Forbes,SAS,2/1/20,2019-20,W,16,6,2,8,25,2,5,40,0,0,-,0,1,1,2,0,0,0,0,-3
Trey Lyles,SAS,2/1/20,2019-20,W,28,11,4,6,66.7,2,3,66.7,1,2,50,1,4,5,0,1,0,1,1,3
Rudy Gay,SAS,2/1/20,2019-20,W,6,5,2,4,50,1,1,100,0,0,-,0,1,1,0,0,0,2,0,-4
LaMarcus Aldridge,SAS,2/1/20,2019-20,W,28,8,4,10,40,0,1,0,0,1,0,2,5,7,2,0,1,0,0,0
Jonas Valanciunas,MEM,1/31/20,2019-20,L,27,18,8,13,61.5,1,3,33.3,1,1,100,4,4,8,0,1,4,1,6,-12
Jae Crowder,MEM,1/31/20,2019-20,L,28,15,4,11,36.4,0,4,0,7,8,87.5,2,3,5,1,2,0,1,2,-32
Lonzo Ball,NOP,1/31/20,2019-20,W,33,19,7,10,70,5,7,71.4,0,0,-,2,4,6,8,1,0,6,1,19
John Konchar,MEM,1/31/20,2019-20,L,8,2,1,2,50,0,1,0,0,0,-,0,1,1,2,0,0,0,0,-4
Ja Morant,MEM,1/31/20,2019-20,L,27,16,7,12,58.3,1,3,33.3,1,2,50,0,1,1,3,0,0,2,1,-25
Yuta Watanabe,MEM,1/31/20,2019-20,L,7,0,0,0,-,0,0,-,0,2,0,0,0,0,0,0,0,0,1,-1
De'Anthony Melton,MEM,1/31/20,2019-20,L,17,7,3,7,42.9,0,2,0,1,2,50,0,1,1,1,1,0,0,2,-8
Dillon Brooks,MEM,1/31/20,2019-20,L,27,10,3,14,21.4,1,5,20,3,3,100,1,2,3,2,1,2,1,0,-17
Kyle Anderson,MEM,1/31/20,2019-20,L,24,14,6,9,66.7,1,2,50,1,5,20,1,5,6,3,1,2,2,3,-8
Nickeil Alexander-Walker,NOP,1/31/20,2019-20,W,6,0,0,3,0,0,1,0,0,0,-,0,1,1,1,1,0,3,0,-1
Jaxson Hayes,NOP,1/31/20,2019-20,W,15,4,2,2,100,0,0,-,0,0,-,0,3,3,1,0,0,0,1,9
Brandon Ingram,NOP,1/31/20,2019-20,W,24,20,6,13,46.2,1,5,20,7,7,100,2,5,7,4,1,0,1,0,19
Frank Jackson,NOP,1/31/20,2019-20,W,6,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,0,1,1,1
Solomon Hill,MEM,1/31/20,2019-20,L,26,6,2,5,40,1,4,25,1,2,50,1,2,3,1,0,0,2,4,-21
Josh Jackson,MEM,1/31/20,2019-20,L,29,13,6,14,42.9,1,5,20,0,1,0,2,3,5,1,1,0,1,2,-9
Tyus Jones,MEM,1/31/20,2019-20,L,21,10,5,9,55.6,0,2,0,0,0,-,0,1,1,3,3,0,1,0,-3
JJ Redick,NOP,1/31/20,2019-20,W,17,16,4,8,50,3,5,60,5,5,100,0,2,2,1,1,0,2,3,3
Jrue Holiday,NOP,1/31/20,2019-20,W,26,18,7,15,46.7,2,5,40,2,3,66.7,1,3,4,6,3,2,1,2,24
Derrick Favors,NOP,1/31/20,2019-20,W,20,7,3,3,100,0,0,-,1,2,50,4,6,10,1,1,0,1,0,9
E'Twaun Moore,NOP,1/31/20,2019-20,W,19,10,5,13,38.5,0,4,0,0,0,-,1,0,1,3,0,1,1,3,9
Zion Williamson,NOP,1/31/20,2019-20,W,29,24,9,15,60,0,0,-,6,8,75,4,2,6,3,0,0,1,2,25
Josh Hart,NOP,1/31/20,2019-20,W,28,11,4,7,57.1,2,4,50,1,1,100,2,9,11,0,0,1,2,5,13
Nicolo Melli,NOP,1/31/20,2019-20,W,18,10,4,5,80,2,3,66.7,0,0,-,0,5,5,2,0,0,0,4,10
Will Barton,DEN,1/31/20,2019-20,W,34,24,9,16,56.3,6,9,66.7,0,0,-,2,5,7,8,1,0,3,1,1
Jerami Grant,DEN,1/31/20,2019-20,W,32,10,4,12,33.3,2,7,28.6,0,0,-,1,3,4,2,2,7,2,3,21
Monte Morris,DEN,1/31/20,2019-20,W,29,14,5,9,55.6,1,2,50,3,3,100,0,1,1,1,0,0,0,1,3
Torrey Craig,DEN,1/31/20,2019-20,W,22,11,4,7,57.1,3,5,60,0,0,-,2,3,5,2,0,0,0,2,-6
Ersan Ilyasova,MIL,1/31/20,2019-20,L,8,3,1,2,50,1,2,50,0,0,-,0,1,1,0,0,0,0,0,5
Brook Lopez,MIL,1/31/20,2019-20,L,24,8,4,11,36.4,0,5,0,0,0,-,0,2,2,1,1,2,1,3,-7
Robin Lopez,MIL,1/31/20,2019-20,L,8,5,2,4,50,1,1,100,0,0,-,1,0,1,0,0,0,0,0,-6
Wesley Matthews,MIL,1/31/20,2019-20,L,32,9,4,8,50,1,5,20,0,0,-,0,2,2,1,0,0,1,0,-5
Khris Middleton,MIL,1/31/20,2019-20,L,37,24,7,11,63.6,4,6,66.7,6,7,85.7,0,2,2,9,0,0,3,4,-9
Thanasis Antetokounmpo,MIL,1/31/20,2019-20,L,5,4,2,3,66.7,0,1,0,0,1,0,0,0,0,0,1,0,0,2,6
Pat Connaughton,MIL,1/31/20,2019-20,L,26,8,3,7,42.9,2,4,50,0,0,-,0,10,10,1,1,1,0,0,-20
Sterling Brown,MIL,1/31/20,2019-20,L,19,5,2,8,25,1,4,25,0,0,-,1,6,7,0,0,0,0,0,6
Juancho Hernangomez,DEN,1/31/20,2019-20,W,19,12,5,9,55.6,2,4,50,0,0,-,1,4,5,1,0,0,0,1,8
